userId,history_len,drift,focus,maturity,freshness,w_ncf,w_tr,w_gen,static_rank,damr_rank,static_hit,damr_hit,static_ndcg,damr_ndcg
7329,83,0.0701,0.2937,0.8263,0.5657,0.6378284692764282,0.22663536667823792,0.13553614914417267,4,1,1,1,0.43067655807339306,1.0
1551,59,0.083,0.3191,0.7656,0.4541,0.6205098628997803,0.22645914554595947,0.15303099155426025,91,75,0,0,0.0,0.0
18343,38,0.2026,0.4211,0.6809,0.2865,0.5236490368843079,0.28108152747154236,0.19526951014995575,94,84,0,0,0.0,0.0
16321,257,0.0224,0.2154,1.0,0.8371,0.6925795674324036,0.21328431367874146,0.09413614869117737,40,49,0,0,0.0,0.0
14857,265,0.0284,0.2095,1.0,0.8405,0.6888769268989563,0.21708860993385315,0.09403449296951294,41,47,0,0,0.0,0.0
9275,18,0.2559,0.4392,0.5552,0.0821,0.46584856510162354,0.2947576940059662,0.23939374089241028,15,29,0,0,0.0,0.0
6740,94,0.0539,0.3265,0.8547,0.6132,0.649358332157135,0.21927742660045624,0.13136421144008636,21,8,0,1,0.0,0.31546487678572877
35835,74,0.0625,0.2397,0.8141,0.5444,0.6449010372161865,0.2224605679512024,0.13263830542564392,53,25,0,0,0.0,0.0
5771,30,0.4244,0.4874,0.5228,0.0498,0.34750986099243164,0.39916545152664185,0.2533246874809265,20,3,0,1,0.0,0.5
38856,22,0.2868,0.5325,0.5912,0.1293,0.4447900950908661,0.3134267032146454,0.24178318679332733,21,48,0,0,0.0,0.0
28022,125,0.0844,0.235,0.9119,0.6977,0.6430245637893677,0.24279707670211792,0.1141783744096756,50,15,0,0,0.0,0.0
1969,23,0.3604,0.4034,0.5993,0.1413,0.4078448712825775,0.37210267782211304,0.22005243599414825,37,69,0,0,0.0,0.0
1853,19,0.1503,0.433,0.5552,0.0821,0.5337141156196594,0.23335324227809906,0.2329326570034027,13,18,0,0,0.0,0.0
6195,56,0.2205,0.4709,0.7451,0.4138,0.5151787400245667,0.3018731474876404,0.18294818699359894,24,2,0,1,0.0,0.6309297535714575
14567,90,0.0246,0.2134,0.8506,0.6065,0.6744420528411865,0.2053978443145752,0.1201600730419159,46,43,0,0,0.0,0.0
15511,26,0.1443,0.577,0.6215,0.1771,0.5374674201011658,0.2310238927602768,0.23150861263275146,54,47,0,0,0.0,0.0
33301,213,0.0549,0.2822,1.0,0.8029,0.6717750430107117,0.22709231078624725,0.1011325940489769,10,19,1,0,0.2890648263178879,0.0
39595,43,0.295,0.318,0.6649,0.2557,0.46653202176094055,0.3440784513950348,0.18938948214054108,21,45,0,0,0.0,0.0
1633,31,0.3931,0.2819,0.6413,0.2119,0.39860641956329346,0.4113594889640808,0.19003409147262573,16,9,0,1,0.0,0.3010299956639812
36933,176,0.0148,0.228,0.9605,0.7575,0.6940540075302124,0.2047915905714035,0.10115446150302887,36,25,0,0,0.0,0.0
13216,112,0.0527,0.2108,0.8897,0.6667,0.6620357036590576,0.22353599965572357,0.11442830413579941,43,40,0,0,0.0,0.0
35809,28,0.2236,0.3255,0.6349,0.2005,0.5111165046691895,0.2909409999847412,0.19794248044490814,2,3,1,1,0.6309297535714575,0.5
27885,22,0.0443,0.6722,0.5741,0.1054,0.575680673122406,0.1734876185655594,0.2508316934108734,54,82,0,0,0.0,0.0
14683,21,0.1276,0.6376,0.5829,0.1173,0.533023476600647,0.2150280624628067,0.25194844603538513,54,21,0,0,0.0,0.0
29799,46,0.1723,0.3359,0.7219,0.3679,0.5556345582008362,0.272577702999115,0.17178775370121002,14,9,0,1,0.0,0.3010299956639812
38784,24,0.0499,0.3061,0.5912,0.1293,0.6152238249778748,0.18919897079467773,0.1955772191286087,81,56,0,0,0.0,0.0
18520,39,0.2288,0.39,0.6908,0.306,0.5096351504325867,0.3009662330150604,0.1893986612558365,89,24,0,0,0.0,0.0
424,114,0.0878,0.1966,0.809,0.5353,0.6310491561889648,0.23750929534435272,0.1314416229724884,4,1,1,1,0.43067655807339306,1.0
10642,50,0.1042,0.3686,0.7219,0.3679,0.5976986885070801,0.23103050887584686,0.17127078771591187,40,52,0,0,0.0,0.0
28071,41,0.0739,0.3412,0.7002,0.3247,0.6160560250282288,0.21234045922756195,0.17160354554653168,60,5,0,1,0.0,0.38685280723454163
22588,24,0.2371,0.3965,0.5912,0.1293,0.4890739321708679,0.28960755467414856,0.22131846845149994,74,81,0,0,0.0,0.0
18510,47,0.2302,0.3436,0.7136,0.3512,0.5146246552467346,0.3081296980381012,0.17724567651748657,89,15,0,0,0.0,0.0
10339,132,0.0823,0.2783,0.9193,0.7074,0.6428372263908386,0.24092471599578857,0.1162380650639534,24,9,0,1,0.0,0.3010299956639812
14354,96,0.0745,0.3379,0.8309,0.5738,0.6324955821037292,0.2284977287054062,0.13900670409202576,57,8,0,1,0.0,0.31546487678572877
22354,22,0.1987,0.362,0.5829,0.1173,0.5156717300415039,0.266806423664093,0.21752187609672546,21,25,0,0,0.0,0.0
6729,170,0.0611,0.2029,0.9639,0.7613,0.6671082973480225,0.2313670516014099,0.10152462869882584,37,31,0,0,0.0,0.0
6139,213,0.1,0.2405,0.9717,0.7698,0.6406592726707458,0.254311740398407,0.10502902418375015,96,67,0,0,0.0,0.0
25196,54,0.05,0.2626,0.7377,0.3992,0.6420114636421204,0.20654310286045074,0.1514453887939453,20,11,0,0,0.0,0.0
6389,27,0.2818,0.271,0.6283,0.1889,0.4748181700706482,0.3307870626449585,0.19439475238323212,30,20,0,0,0.0,0.0
23844,41,0.1863,0.3289,0.7048,0.3337,0.544816255569458,0.2787795960903168,0.17640413343906403,3,12,1,0,0.5,0.0
22844,119,0.0535,0.2957,0.898,0.6785,0.6573708653450012,0.22268125414848328,0.1199478730559349,58,31,0,0,0.0,0.0
39704,33,0.1436,0.4307,0.6535,0.2342,0.5574590563774109,0.2411097139120102,0.20143122971057892,6,4,1,1,0.3562071871080222,0.43067655807339306
17689,60,0.1619,0.358,0.772,0.4664,0.5665019750595093,0.273120641708374,0.1603773683309555,10,8,1,1,0.2890648263178879,0.31546487678572877
2722,47,0.1004,0.4721,0.5993,0.1413,0.5703878402709961,0.20947399735450745,0.22013820707798004,2,2,1,1,0.6309297535714575,0.6309297535714575
30424,238,0.0426,0.1924,1.0,0.8251,0.6822706460952759,0.22388428449630737,0.09384508430957794,28,5,0,1,0.0,0.38685280723454163
35265,81,0.1257,0.1906,0.8116,0.5399,0.606631338596344,0.2608835697174072,0.13248510658740997,33,6,0,1,0.0,0.3562071871080222
8236,18,0.419,0.6308,0.5552,0.0821,0.34664008021354675,0.38816481828689575,0.26519519090652466,61,46,0,0,0.0,0.0
25120,82,0.1133,0.4336,0.809,0.5353,0.597693145275116,0.2459554523229599,0.1563514769077301,83,94,0,0,0.0,0.0
5145,88,0.1492,0.2643,0.809,0.5353,0.5855834484100342,0.27323487401008606,0.14118170738220215,20,29,0,0,0.0,0.0
36299,95,0.1154,0.2658,0.8355,0.5815,0.6112396717071533,0.25504299998283386,0.133717343211174,1,1,1,1,1.0,1.0
19493,102,0.1377,0.3201,0.8464,0.5997,0.5939022302627563,0.2685152292251587,0.13758249580860138,84,100,0,0,0.0,0.0
41271,38,0.2041,0.2871,0.6809,0.2865,0.5332340002059937,0.2877331078052521,0.1790328472852707,6,2,1,1,0.3562071871080222,0.6309297535714575
40623,102,0.0711,0.2737,0.8702,0.6376,0.6439296007156372,0.2314542979001999,0.12461616843938828,1,1,1,1,1.0,1.0
24011,196,0.0886,0.195,0.9884,0.7871,0.653130054473877,0.24837985634803772,0.09849002212285995,74,3,0,1,0.0,0.5
37915,121,0.0682,0.2936,0.9027,0.6851,0.6487805247306824,0.23142075538635254,0.11979877948760986,9,2,1,1,0.3010299956639812,0.6309297535714575
12800,26,0.2333,0.4956,0.5993,0.1413,0.484313040971756,0.2832031548023224,0.23248377442359924,34,10,0,1,0.0,0.2890648263178879
4542,24,0.0969,0.4428,0.607,0.1534,0.5770195126533508,0.20955979824066162,0.21342065930366516,41,19,0,0,0.0,0.0
2832,48,0.1908,0.3107,0.73,0.3839,0.5458391904830933,0.286577045917511,0.16758377850055695,59,22,0,0,0.0,0.0
15200,55,0.1031,0.4713,0.759,0.4412,0.5948466062545776,0.23234345018863678,0.17280998826026917,27,21,0,0,0.0,0.0
19261,184,0.0757,0.2013,0.9844,0.783,0.6607197523117065,0.2403515726327896,0.09892863780260086,10,21,1,0,0.2890648263178879,0.0
5212,1553,0.0255,0.1807,1.0,0.9707,0.6802191138267517,0.22943688929080963,0.09034394472837448,47,78,0,0,0.0,0.0
15520,227,0.1487,0.2706,0.8286,0.5698,0.5875890254974365,0.2750686705112457,0.13734234869480133,17,7,0,1,0.0,0.3333333333333333
6658,23,0.2702,0.3969,0.5993,0.1413,0.46856099367141724,0.3117648661136627,0.21967414021492004,25,39,0,0,0.0,0.0
25208,35,0.1907,0.2622,0.6757,0.2765,0.543613612651825,0.2793797254562378,0.17700673639774323,30,2,0,1,0.0,0.6309297535714575
18513,470,0.0288,0.1971,1.0,0.8861,0.6851348876953125,0.22220908105373383,0.09265609085559845,40,49,0,0,0.0,0.0
30048,243,0.1252,0.2961,1.0,0.823,0.6223723292350769,0.2723482549190521,0.10527937859296799,43,85,0,0,0.0,0.0
24197,20,0.1631,0.4267,0.5741,0.1054,0.5306187272071838,0.24235333502292633,0.22702784836292267,75,69,0,0,0.0,0.0
10850,45,0.3151,0.2386,0.6413,0.2119,0.45555803179740906,0.3578149974346161,0.18662703037261963,11,8,0,1,0.0,0.31546487678572877
24573,109,0.0388,0.1865,0.8793,0.6514,0.6709184050559998,0.21559259295463562,0.1134890615940094,25,51,0,0,0.0,0.0
23610,130,0.0365,0.2143,0.9074,0.6915,0.6742501854896545,0.21526594460010529,0.11048393696546555,62,75,0,0,0.0,0.0
14005,19,0.2214,0.5161,0.5649,0.0936,0.4830377399921417,0.27063682675361633,0.24632549285888672,90,61,0,0,0.0,0.0
17827,51,0.0973,0.2781,0.7414,0.4066,0.6116615533828735,0.23255160450935364,0.15578676760196686,25,20,0,0,0.0,0.0
4646,99,0.086,0.2905,0.8191,0.5532,0.626996636390686,0.23512662947177887,0.1378767490386963,70,35,0,0,0.0,0.0
40053,102,0.0678,0.2516,0.8665,0.6318,0.6470035314559937,0.22976906597614288,0.1232273280620575,69,50,0,0,0.0,0.0
11426,28,0.2239,0.4087,0.6215,0.1771,0.5019674897193909,0.2850852608680725,0.21294721961021423,45,16,0,0,0.0,0.0
35138,18,0.4684,0.4712,0.5552,0.0821,0.3271949291229248,0.4355454444885254,0.2372596561908722,4,5,1,1,0.43067655807339306,0.38685280723454163
16317,41,0.2265,0.3207,0.7002,0.3247,0.5174664258956909,0.3042645752429962,0.17826899886131287,59,84,0,0,0.0,0.0
10900,19,0.1616,0.3569,0.5649,0.0936,0.5362151861190796,0.24369528889656067,0.22008955478668213,69,78,0,0,0.0,0.0
30591,67,0.1227,0.2981,0.7956,0.5109,0.5997108817100525,0.25404226779937744,0.14624693989753723,59,8,0,1,0.0,0.31546487678572877
25175,21,0.2447,0.4378,0.5741,0.1054,0.4771917462348938,0.28999724984169006,0.2328110933303833,2,9,1,1,0.6309297535714575,0.3010299956639812
17993,18,0.512,0.5565,0.4522,0.0111,0.27691611647605896,0.44682079553604126,0.2762630879878998,68,53,0,0,0.0,0.0
36667,111,0.2169,0.4123,0.8506,0.6065,0.5331324338912964,0.31826451420783997,0.14860308170318604,64,65,0,0,0.0,0.0
14632,18,0.1889,0.6358,0.545,0.0709,0.4865753650665283,0.2438674420118332,0.26955723762512207,30,26,0,0,0.0,0.0
21569,41,0.1997,0.295,0.6908,0.306,0.5367419123649597,0.2862800061702728,0.17697817087173462,80,86,0,0,0.0,0.0
3565,84,0.1296,0.4311,0.8116,0.5399,0.5874595046043396,0.2561108469963074,0.15642961859703064,86,7,0,1,0.0,0.3333333333333333
15276,19,0.0979,0.5385,0.545,0.0709,0.5519995093345642,0.2011961191892624,0.24680441617965698,8,11,1,0,0.31546487678572877,0.0
1991,49,0.0983,0.2651,0.7377,0.3992,0.6115872263908386,0.23299351334571838,0.15541929006576538,14,29,0,0,0.0,0.0
20997,23,0.2161,0.3306,0.5912,0.1293,0.5086037516593933,0.2798299789428711,0.2115662544965744,94,48,0,0,0.0,0.0
26654,37,0.2165,0.3042,0.6859,0.2963,0.5240398645401001,0.29587018489837646,0.1800900101661682,3,8,1,1,0.5,0.31546487678572877
17873,19,0.1263,0.5679,0.5649,0.0936,0.5369076728820801,0.2156505286693573,0.24744173884391785,63,36,0,0,0.0,0.0
4299,24,0.2261,0.5301,0.607,0.1534,0.4872654378414154,0.27814486622810364,0.23458969593048096,93,37,0,0,0.0,0.0
14107,47,0.1484,0.439,0.73,0.3839,0.5643796920776367,0.25544577836990356,0.1801745444536209,44,38,0,0,0.0,0.0
37315,29,0.2152,0.4025,0.6283,0.1889,0.5093227624893188,0.2810478210449219,0.2096293419599533,41,7,0,1,0.0,0.3333333333333333
20956,25,0.2096,0.3413,0.6144,0.1653,0.5160115361213684,0.2783646881580353,0.20562376081943512,57,46,0,0,0.0,0.0
14210,208,0.0344,0.1982,1.0,0.8003,0.68934565782547,0.21655960381031036,0.09409470856189728,38,11,0,0,0.0,0.0
32947,130,0.0537,0.2108,0.9119,0.6977,0.6642577052116394,0.22526176273822784,0.11048050969839096,63,28,0,0,0.0,0.0
26281,188,0.1226,0.2242,0.9673,0.765,0.625536322593689,0.26891958713531494,0.10554405301809311,71,62,0,0,0.0,0.0
30389,59,0.2854,0.3823,0.7689,0.4603,0.47817549109458923,0.35477393865585327,0.16705060005187988,43,44,0,0,0.0,0.0
9489,55,0.1276,0.3752,0.7556,0.4346,0.5862229466438293,0.24916695058345795,0.16461002826690674,14,15,0,0,0.0,0.0
17704,461,0.0303,0.1964,1.0,0.9048,0.6825093626976013,0.22503350675106049,0.09245713800191879,69,87,0,0,0.0,0.0
9282,253,0.0322,0.1587,1.0,0.831,0.6899619698524475,0.2190893292427063,0.0909486934542656,30,13,0,0,0.0,0.0
16427,30,0.1181,0.3605,0.6283,0.1889,0.5757513642311096,0.22616592049598694,0.19808274507522583,28,27,0,0,0.0,0.0
36938,18,0.3729,0.5548,0.5552,0.0821,0.38098832964897156,0.3630576729774475,0.25595399737358093,50,11,0,0,0.0,0.0
35418,21,0.526,0.4122,0.5741,0.1054,0.2980167269706726,0.4847593903541565,0.2172238975763321,96,46,0,0,0.0,0.0
17555,124,0.0824,0.2865,0.9074,0.6915,0.6406616568565369,0.2401886135339737,0.11914967745542526,11,30,0,0,0.0,0.0
38441,27,0.226,0.5013,0.6283,0.1889,0.4936380684375763,0.28288644552230835,0.22347545623779297,76,31,0,0,0.0,0.0
28453,69,0.1216,0.2502,0.7338,0.3916,0.5971514582633972,0.24646839499473572,0.15638014674186707,18,61,0,0,0.0,0.0
38353,400,0.033,0.2155,1.0,0.8921,0.680999755859375,0.2249470353126526,0.0940532311797142,72,83,0,0,0.0,0.0
26529,169,0.1158,0.3304,0.8947,0.6739,0.6140862107276917,0.258671373128891,0.12724246084690094,67,39,0,0,0.0,0.0
24026,77,0.1932,0.3039,0.7928,0.5057,0.5508482456207275,0.29838430881500244,0.15076741576194763,21,22,0,0,0.0,0.0
14608,88,0.1122,0.2934,0.8141,0.5444,0.6090834736824036,0.25002437829971313,0.1408921182155609,98,14,0,0,0.0,0.0
9176,80,0.0623,0.3208,0.8191,0.5532,0.6399670243263245,0.22088666260242462,0.13914626836776733,42,15,0,0,0.0,0.0
33598,58,0.0789,0.3514,0.7689,0.4603,0.6210480332374573,0.223667711019516,0.15528427064418793,24,11,0,0,0.0,0.0
32561,212,0.1091,0.2257,0.8684,0.6347,0.6217957735061646,0.2552145719528198,0.1229897066950798,49,80,0,0,0.0,0.0
6009,25,0.1698,0.5211,0.607,0.1534,0.5241051316261292,0.24566659331321716,0.2302282750606537,9,7,1,1,0.3010299956639812,0.3333333333333333
2894,51,0.0989,0.2551,0.7451,0.4138,0.6128052473068237,0.23461367189884186,0.1525810807943344,29,17,0,0,0.0,0.0
7231,33,0.1536,0.4004,0.6593,0.2451,0.5546095967292786,0.2488940954208374,0.19649627804756165,50,36,0,0,0.0,0.0
10155,23,0.2356,0.4837,0.5912,0.1293,0.482349693775177,0.28413012623786926,0.23352015018463135,84,33,0,0,0.0,0.0
10661,28,0.1694,0.377,0.6349,0.2005,0.5426169633865356,0.2555010914802551,0.20188187062740326,35,6,0,1,0.0,0.3562071871080222
28044,123,0.0976,0.2067,0.9074,0.6915,0.6353671550750732,0.2512192130088806,0.11341367661952972,84,21,0,0,0.0,0.0
39197,518,0.1085,0.2077,1.0,0.9154,0.6289342641830444,0.2743925452232361,0.0966731607913971,6,58,1,0,0.3562071871080222,0.0
4110,249,0.0615,0.2277,1.0,0.8303,0.6678961515426636,0.2348872572183609,0.09721662104129791,37,18,0,0,0.0,0.0
25574,27,0.2619,0.4119,0.6283,0.1889,0.47742465138435364,0.3102254867553711,0.21234989166259766,51,80,0,0,0.0,0.0
25328,18,0.3944,0.7584,0.4976,0.0314,0.33905133605003357,0.35384342074394226,0.30710524320602417,7,16,1,0,0.3333333333333333,0.0
39177,34,0.3921,0.3305,0.6593,0.2451,0.39789795875549316,0.41145867109298706,0.19064338505268097,3,5,1,1,0.5,0.38685280723454163
30959,55,0.1351,0.2749,0.7522,0.4278,0.5884301066398621,0.25640830397605896,0.15516160428524017,6,24,1,0,0.3562071871080222,0.0
34887,18,0.1717,0.585,0.545,0.0709,0.5024399161338806,0.23710642755031586,0.2604537010192871,32,37,0,0,0.0,0.0
16733,46,0.125,0.3946,0.6475,0.2231,0.5715583562850952,0.23119686543941498,0.1972447782754898,4,7,1,1,0.43067655807339306,0.3333333333333333
36401,203,0.0727,0.1918,0.9823,0.7809,0.6628609895706177,0.2387121021747589,0.09842690080404282,85,16,0,0,0.0,0.0
691,46,0.1601,0.4457,0.7002,0.3247,0.5522730350494385,0.2573907971382141,0.19033610820770264,26,27,0,0,0.0,0.0
7520,30,0.4183,0.3627,0.6475,0.2231,0.3771524429321289,0.42585650086402893,0.19699107110500336,34,13,0,0,0.0,0.0
35313,281,0.0592,0.2757,1.0,0.8485,0.6651471853256226,0.23459281027317047,0.10026005655527115,8,29,1,0,0.31546487678572877,0.0
17815,37,0.1137,0.5063,0.6859,0.2963,0.5746397972106934,0.22639845311641693,0.19896173477172852,13,1,0,1,0.0,1.0
22584,23,0.4194,0.4692,0.5912,0.1293,0.36346644163131714,0.40738144516944885,0.229152113199234,5,5,1,1,0.38685280723454163,0.38685280723454163
7333,152,0.0751,0.2665,0.9423,0.7363,0.6514314413070679,0.2378178983926773,0.11075063794851303,4,1,1,1,0.43067655807339306,1.0
19519,110,0.0789,0.2689,0.8739,0.6433,0.6396662592887878,0.23639394342899323,0.12393976002931595,21,35,0,0,0.0,0.0
28883,18,0.5347,0.3074,0.5342,0.0601,0.2928663194179535,0.49344393610954285,0.21368977427482605,56,31,0,0,0.0,0.0
10555,26,0.2211,0.3854,0.607,0.1534,0.5033888220787048,0.2823636829853058,0.21424749493598938,95,53,0,0,0.0,0.0
30077,188,0.0904,0.2099,0.9844,0.783,0.6505749821662903,0.24915608763694763,0.1002688929438591,76,38,0,0,0.0,0.0
220,24,0.3166,0.5827,0.5552,0.0821,0.4142760634422302,0.32417240738868713,0.2615515887737274,57,23,0,0,0.0,0.0
17600,67,0.0539,0.2438,0.7522,0.4278,0.6428118944168091,0.21081165969371796,0.1463763564825058,96,25,0,0,0.0,0.0
33017,67,0.0953,0.2337,0.7689,0.4603,0.6193265318870544,0.2362252026796341,0.14444829523563385,96,44,0,0,0.0,0.0
11920,27,0.1375,0.5106,0.5912,0.1293,0.542051374912262,0.2265065461397171,0.2314421385526657,22,6,0,1,0.0,0.3562071871080222
33476,28,0.1954,0.4204,0.6349,0.2005,0.5218543410301208,0.2691345512866974,0.20901112258434296,11,47,0,0,0.0,0.0
6986,119,0.071,0.2745,0.9012,0.6829,0.6479697227478027,0.23337973654270172,0.11865058541297913,38,79,0,0,0.0,0.0
19859,19,0.2699,0.5025,0.545,0.0709,0.44888362288475037,0.29871702194213867,0.25239938497543335,31,11,0,0,0.0,0.0
40998,22,0.1724,0.4482,0.5829,0.1173,0.5245622396469116,0.2475387454032898,0.22789911925792694,42,15,0,0,0.0,0.0
40042,52,0.1593,0.3858,0.7338,0.3916,0.5618537068367004,0.26460933685302734,0.17353695631027222,78,14,0,0,0.0,0.0
13217,50,0.1817,0.2715,0.7414,0.4066,0.5560489892959595,0.28406110405921936,0.15988987684249878,32,32,0,0,0.0,0.0
41085,50,0.1378,0.3747,0.6649,0.2557,0.567863404750824,0.2415855973958969,0.1905509978532791,31,9,0,1,0.0,0.3010299956639812
24841,32,0.264,0.4213,0.6593,0.2451,0.47947758436203003,0.3166700005531311,0.20385240018367767,2,3,1,1,0.6309297535714575,0.5
10780,23,0.3482,0.369,0.5993,0.1413,0.4184782803058624,0.36584436893463135,0.2156774401664734,25,10,0,1,0.0,0.2890648263178879
35449,24,0.1537,0.2873,0.607,0.1534,0.5559566020965576,0.24631796777248383,0.19772540032863617,13,9,0,1,0.0,0.3010299956639812
34958,19,0.1145,0.5608,0.5649,0.0936,0.5447759628295898,0.209958016872406,0.24526607990264893,19,15,0,0,0.0,0.0
63,405,0.0792,0.2152,1.0,0.8866,0.6514664888381958,0.252126008272171,0.09640759974718094,74,2,0,1,0.0,0.6309297535714575
39361,23,0.2214,0.6422,0.5993,0.1413,0.4782153069972992,0.26822978258132935,0.2535548210144043,51,43,0,0,0.0,0.0
21563,241,0.0802,0.255,1.0,0.8251,0.6547490358352661,0.24507273733615875,0.10017824172973633,86,16,0,0,0.0,0.0
32284,67,0.1978,0.2679,0.79,0.5004,0.549728274345398,0.30232635140419006,0.147945374250412,27,33,0,0,0.0,0.0
1182,22,0.2478,0.4016,0.5552,0.0821,0.47445428371429443,0.2918115556240082,0.233734130859375,34,29,0,0,0.0,0.0
7340,18,0.3518,0.3979,0.5552,0.0821,0.4066356122493744,0.35991233587265015,0.23345200717449188,1,2,1,1,1.0,0.6309297535714575
24085,168,0.0612,0.1897,0.9448,0.7393,0.665095865726471,0.23123030364513397,0.10367387533187866,19,22,0,0,0.0,0.0
20430,121,0.2306,0.2644,0.8443,0.5962,0.5315654873847961,0.3325364589691162,0.13589811325073242,14,20,0,0,0.0,0.0
15948,31,0.1581,0.3301,0.6535,0.2342,0.556867241859436,0.2533925473690033,0.18974022567272186,89,49,0,0,0.0,0.0
3716,165,0.08,0.2228,0.957,0.7535,0.6527785658836365,0.24208307266235352,0.10513833910226822,42,53,0,0,0.0,0.0
16052,18,0.3731,0.2642,0.5552,0.0821,0.40221673250198364,0.3835553824901581,0.2142278403043747,28,12,0,0,0.0,0.0
37329,518,0.0328,0.184,1.0,0.8931,0.6826315522193909,0.22546352446079254,0.0919049009680748,88,67,0,0,0.0,0.0
5142,59,0.184,0.3923,0.7377,0.3992,0.5452075600624084,0.28035861253738403,0.1744338572025299,58,42,0,0,0.0,0.0
5706,49,0.1666,0.3134,0.7338,0.3916,0.5624807476997375,0.27176013588905334,0.1657591462135315,86,83,0,0,0.0,0.0
32134,108,0.0751,0.1744,0.8793,0.6514,0.6486040949821472,0.23665788769721985,0.11473803222179413,54,13,0,0,0.0,0.0
4514,55,0.1205,0.3487,0.759,0.4412,0.5933112502098083,0.24629554152488708,0.16039317846298218,32,9,0,1,0.0,0.3010299956639812
35068,47,0.1959,0.3608,0.73,0.3839,0.5386461019515991,0.2878938317298889,0.17346012592315674,24,56,0,0,0.0,0.0
8296,145,0.0346,0.2629,0.9384,0.7316,0.6767866015434265,0.21448484063148499,0.10872862488031387,27,45,0,0,0.0,0.0
8502,28,0.4145,0.2987,0.5993,0.1413,0.3786873519420624,0.4175247848033905,0.2037879228591919,42,77,0,0,0.0,0.0
31477,41,0.3208,0.2073,0.7002,0.3247,0.4586428105831146,0.3751308023929596,0.16622640192508698,9,35,1,0,0.3010299956639812,0.0
36151,59,0.1218,0.3847,0.772,0.4664,0.5912554860115051,0.24772796034812927,0.1610165685415268,8,15,1,0,0.31546487678572877,0.0
11027,74,0.3149,0.333,0.6593,0.2451,0.45109501481056213,0.3560214638710022,0.19288361072540283,6,12,1,0,0.3562071871080222,0.0
17709,34,0.288,0.3534,0.6649,0.2557,0.4688398241996765,0.3374118208885193,0.1937483549118042,49,12,0,0,0.0,0.0
34785,19,0.2704,0.5193,0.5552,0.0821,0.4493139088153839,0.2990960478782654,0.2515900135040283,95,16,0,0,0.0,0.0
39929,337,0.0326,0.1915,1.0,0.8736,0.6841731667518616,0.2231878936290741,0.09263898432254791,5,9,1,1,0.38685280723454163,0.3010299956639812
28096,26,0.1229,0.6353,0.5829,0.1173,0.5360997319221497,0.21274051070213318,0.25115975737571716,1,2,1,1,1.0,0.6309297535714575
14155,29,0.2832,0.3255,0.6283,0.1889,0.46978452801704407,0.328887939453125,0.20132753252983093,2,1,1,1,0.6309297535714575,1.0
35439,58,0.0639,0.3189,0.7656,0.4541,0.6325213313102722,0.2159154713153839,0.15156324207782745,10,6,1,1,0.2890648263178879,0.3562071871080222
13374,26,0.1348,0.5064,0.6215,0.1771,0.5503253936767578,0.2288147509098053,0.22085991501808167,11,2,0,1,0.0,0.6309297535714575
20748,122,0.0354,0.2718,0.898,0.6785,0.6701662540435791,0.21308022737503052,0.116753488779068,64,58,0,0,0.0,0.0
26501,95,0.0445,0.1967,0.8567,0.6164,0.6640083193778992,0.21703697741031647,0.11895481497049332,49,10,0,1,0.0,0.2890648263178879
24798,69,0.0753,0.2318,0.7871,0.495,0.6342829465866089,0.2269905060529709,0.13872645795345306,73,26,0,0,0.0,0.0
29120,42,0.1069,0.3323,0.7048,0.3337,0.5967448949813843,0.2312646359205246,0.17199040949344635,59,34,0,0,0.0,0.0
34109,53,0.1558,0.3055,0.7451,0.4138,0.5715760588645935,0.26705124974250793,0.16137269139289856,99,96,0,0,0.0,0.0
29947,122,0.1009,0.2916,0.8355,0.5815,0.619145393371582,0.2455580085515976,0.13529656827449799,55,17,0,0,0.0,0.0
7931,136,0.0653,0.431,0.8309,0.5738,0.6315762400627136,0.22093570232391357,0.14748811721801758,23,46,0,0,0.0,0.0
16521,128,0.0562,0.0913,0.9104,0.6957,0.6692391037940979,0.22894559800624847,0.10181529819965363,51,77,0,0,0.0,0.0
14986,26,0.1811,0.4266,0.6215,0.1771,0.5283992290496826,0.25834739208221436,0.21325339376926422,15,26,0,0,0.0,0.0
4163,28,0.2643,0.4261,0.6349,0.2005,0.47561827301979065,0.3121827244758606,0.21219901740550995,83,74,0,0,0.0,0.0
22472,107,0.0846,0.2039,0.8684,0.6347,0.6393523812294006,0.2408558875322342,0.11979173868894577,66,16,0,0,0.0,0.0
1279,169,0.0974,0.3352,0.9639,0.7613,0.6359503269195557,0.2504410445690155,0.11360863596200943,20,68,0,0,0.0,0.0
38687,58,0.1015,0.223,0.7178,0.3596,0.6104478240013123,0.23334215581417084,0.15621007978916168,36,24,0,0,0.0,0.0
36456,30,0.1878,0.4076,0.6349,0.2005,0.5279462933540344,0.2651292681694031,0.2069244235754013,93,53,0,0,0.0,0.0
15339,32,0.1096,0.3644,0.6535,0.2342,0.5849236845970154,0.22460521757602692,0.1904710829257965,18,26,0,0,0.0,0.0
38712,629,0.0355,0.1654,1.0,0.8855,0.6825529336929321,0.2265426218509674,0.09090445935726166,83,20,0,0,0.0,0.0
14668,162,0.0774,0.2971,0.9534,0.7494,0.6497669219970703,0.23888368904590607,0.11134937405586243,49,44,0,0,0.0,0.0
461,161,0.0753,0.2059,0.9546,0.7508,0.6564368009567261,0.23953977227210999,0.10402335226535797,21,54,0,0,0.0,0.0
